view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,condition,response,type,choices,pass,question_order,example1_name,example1_color,example2_name,example2_color,examples,target,example_color,num_counters,pool_size,example_name,example,pid
NA,10462,ButtonsToText,10,354965,0.0-2.0,1,🟣,ME trial,"[""🟣"",""🟠""]",NA,NA,NA,NA,NA,NA,"rab 🟣, dax 🟣, rish 🟣",lug,🟣,2,2,NA,NA,3
NA,3538,ButtonsToText,11,358504,0.0-3.0,1,🔴,ME trial,"[""🟠"",""🔴""]",NA,NA,NA,NA,NA,NA,yim 🟠,tufa,🟠,0,2,NA,NA,3
NA,6183,ButtonsToText,12,364689,0.0-4.0,1,🟢,ME trial,"[""🟤"",""🟠"",""🟢"",""⚫"",""🔴"",""🟡""]",NA,NA,NA,NA,NA,NA,"wif 🟤, pab 🟤",lomp,🟤,1,6,NA,NA,3
NA,9886,ButtonsToText,13,374576,0.0-5.0,1,🟠🟡,simple concat trial,"[""🟠"",""🟡""]",NA,NA,blicket,🟠,gazzer,🟡,"blicket 🟠, gazzer 🟡",blicket gazzer,NA,NA,NA,NA,NA,3
NA,4708,ButtonsToText,14,379286,0.0-6.0,1,🟣🟣🟣🟡🟡,multipleCircles concat trial,"[""🟣"",""🟡""]",NA,NA,zup,🟣,jeg,🟡,"zup 🟣🟣🟣, jeg 🟡🟡",zup jeg,NA,NA,NA,NA,NA,3
NA,9469,ButtonsToText,15,388756,0.0-7.0,1,🔵🔵,ME trial,"[""⚫"",""🟢"",""🟣"",""🟡"",""🟠"",""🔵""]",NA,NA,NA,NA,NA,NA,"pab ⚫, dax ⚫, kiki ⚫",cag,⚫,2,6,NA,NA,3
NA,6911,ButtonsToText,16,395669,0.0-8.0,1,🟢⚫⚫,"ME_vs_OneToOne trial, concat","[""🟢"",""⚫""]",NA,NA,ibb,🟢,gazzer,⚫,"ibb 🟢, gazzer ⚫",ibb jeg gazzer,NA,NA,NA,NA,NA,3
NA,5482,ButtonsToText,17,401156,0.0-9.0,1,🟡🟡,"ME_vs_OneToOne trial, oneDropped","[""🟡"",""🟤""]",NA,NA,hed,🟡,zun,🟤,"hed 🟡, zun 🟤",hed blicket,NA,NA,NA,NA,NA,3
NA,3877,ButtonsToText,18,405036,0.0-10.0,1,🟢,"ME_vs_OneToOne trial, simple","[""🟤"",""🟢""]",NA,NA,blicket,🟤,pab,🟢,"blicket 🟤, pab 🟢",zun,NA,NA,NA,NA,NA,3
NA,6110,ButtonsToText,19,411148,0.0-11.0,1,⚫🟤🟤,doubleInTest concat trial,"[""🟤"",""⚫""]",NA,NA,cag,🟤,rish,⚫,"cag 🟤, rish ⚫",rish cag cag,NA,NA,NA,NA,NA,3
NA,4854,ButtonsToText,20,416004,0.0-12.0,1,🟣🔴,ME trial,"[""🟣"",""🟢"",""🔴"",""🟠"",""⚫"",""🟡""]",NA,NA,NA,NA,NA,NA,rish 🟣,blicket,🟣,0,6,NA,NA,3
NA,2939,ButtonsToText,21,418946,0.0-13.0,1,🟤,catch trial,"[""🟤"",""🔵"",""🟡"",""🔴"",""🟢"",""⚫""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟤,NA,NA,fep,fep 🟤,3
NA,2220,ButtonsToText,22,421171,0.0-14.0,1,🟢,catch trial,"[""🟢"",""🔵"",""🔴"",""🟠"",""🟡"",""🟤""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟢,NA,NA,hed,hed 🟢,3
NA,2706,ButtonsToText,23,423879,0.0-15.0,1,🔵🔵,ME trial,"[""🔵"",""🔴""]",NA,NA,NA,NA,NA,NA,"cag 🔵, pab 🔵",tufa,🔵,1,2,NA,NA,3
NA,37280,survey-text,24,461175,0.0-16.0,1,"{""strategy"":""When I had two sequential words I put their colors in sequence, for example.""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
NA,7381,survey-multi-choice,25,468559,0.0-17.0,1,"{""effort"":""Little to moderate effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"[{""page_index"":0,""viewing_time"":10511}]",10512,instructions,26,479074,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"[{""page_index"":0,""viewing_time"":2108},{""page_index"":1,""viewing_time"":6207},{""page_index"":2,""viewing_time"":3841},{""page_index"":3,""viewing_time"":8350},{""page_index"":4,""viewing_time"":6838},{""page_index"":5,""viewing_time"":10526},{""page_index"":6,""viewing_time"":7814},{""page_index"":7,""viewing_time"":13214}]",58898,instructions,0,58902,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
NA,21722,ButtonsToText,1,80626,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
NA,37470,survey-multi-choice,2,118099,0.0-0.0-2.0,1,"{""commands"":""Categories of circles"",""outputs"":""Nonsense words"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"[{""page_index"":0,""viewing_time"":2873},{""page_index"":1,""viewing_time"":3794},{""page_index"":2,""viewing_time"":15280},{""page_index"":3,""viewing_time"":42144},{""page_index"":4,""viewing_time"":21676},{""page_index"":5,""viewing_time"":23408},{""page_index"":6,""viewing_time"":7222},{""page_index"":7,""viewing_time"":4374}]",120771,instructions,3,238873,0.0-0.1-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
NA,6114,ButtonsToText,4,244989,0.0-0.1-1.1,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
NA,86214,survey-multi-choice,5,331205,0.0-0.1-2.1,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"[{""page_index"":0,""viewing_time"":14844}]",14844,instructions,6,346052,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
NA,19450,ButtonsToText,7,365504,0.0-2.0,1,🟡🟠🟠,doubleInTest concat trial,"[""🟠"",""🟡""]",NA,NA,rish,🟠,yim,🟡,"rish 🟠, yim 🟡",yim rish rish,NA,NA,NA,NA,NA,37
NA,6930,ButtonsToText,8,372436,0.0-3.0,1,🔴,catch trial,"[""🟠"",""🟢"",""🔵"",""🟤"",""⚫"",""🔴""]",FALSE,NA,NA,NA,NA,NA,NA,NA,🟠,NA,NA,blicket,blicket 🟠,37
NA,12326,ButtonsToText,9,384764,0.0-4.0,1,🔴,ME trial,"[""🟢"",""🔴"",""⚫"",""🟣"",""🔵"",""🟡""]",NA,NA,NA,NA,NA,NA,"rab 🟢, hed 🟢, kiki 🟢",rish,🟢,2,6,NA,NA,37
NA,12078,ButtonsToText,10,396844,0.0-5.0,1,🔵🟣,"ME_vs_OneToOne trial, simple","[""🟣"",""🔵""]",NA,NA,fep,🟣,blicket,🔵,"fep 🟣, blicket 🔵",kiki,NA,NA,NA,NA,NA,37
NA,7490,ButtonsToText,11,404336,0.0-6.0,1,🔴🔵,simple concat trial,"[""🔴"",""🔵""]",NA,NA,ibb,🔴,jeg,🔵,"ibb 🔴, jeg 🔵",ibb jeg,NA,NA,NA,NA,NA,37
NA,7918,ButtonsToText,12,412256,0.0-7.0,1,⚫,ME trial,"[""🟡"",""🟢"",""🟣"",""🔵"",""⚫"",""🟠""]",NA,NA,NA,NA,NA,NA,kiki 🟡,fep,🟡,0,6,NA,NA,37
NA,8407,ButtonsToText,13,420665,0.0-8.0,1,🟠🟠⚫,"ME_vs_OneToOne trial, concat","[""🟠"",""⚫""]",NA,NA,wif,🟠,rab,⚫,"wif 🟠, rab ⚫",wif gazzer rab,NA,NA,NA,NA,NA,37
NA,9053,ButtonsToText,14,429720,0.0-9.0,1,🟡🟡🟡⚫⚫,multipleCircles concat trial,"[""🟡"",""⚫""]",NA,NA,jeg,🟡,yim,⚫,"jeg 🟡🟡🟡, yim ⚫⚫",jeg yim,NA,NA,NA,NA,NA,37
NA,4483,ButtonsToText,15,434205,0.0-10.0,1,🟢,ME trial,"[""⚫"",""🟢""]",NA,NA,NA,NA,NA,NA,"blicket ⚫, kiki ⚫",zup,⚫,1,2,NA,NA,37
NA,5114,ButtonsToText,16,439322,0.0-11.0,1,🟡🟡⚫,ME trial,"[""⚫"",""🟡""]",NA,NA,NA,NA,NA,NA,zup ⚫,kiki,⚫,0,2,NA,NA,37
NA,11048,ButtonsToText,17,450372,0.0-12.0,1,🔵🟡🟣🟣,ME trial,"[""🟡"",""🔵"",""🟤"",""🟠"",""🔴"",""🟣""]",NA,NA,NA,NA,NA,NA,"yim 🟡, dax 🟡",jeg,🟡,1,6,NA,NA,37
NA,6364,ButtonsToText,18,456738,0.0-13.0,1,🟢🔴🟢,"ME_vs_OneToOne trial, oneDropped","[""🟢"",""🔴""]",NA,NA,lug,🟢,zup,🔴,"lug 🟢, zup 🔴",lug yim,NA,NA,NA,NA,NA,37
NA,3276,ButtonsToText,19,460015,0.0-14.0,1,🔵,catch trial,"[""🔵"",""🟢"",""🟣"",""🟠"",""🔴"",""🟤""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🔵,NA,NA,fom,fom 🔵,37
NA,13050,ButtonsToText,20,473067,0.0-15.0,1,🟠🟤🟠🟤🟤,ME trial,"[""🟤"",""🟠""]",NA,NA,NA,NA,NA,NA,"kiki 🟤, tufa 🟤, wif 🟤",pab,🟤,2,2,NA,NA,37
NA,117133,survey-text,21,590205,0.0-16.0,1,"{""strategy"":""I memorized a few words, and then arranged colors next to each other that, when mixed (if they were for example paints), would produce the desired color""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
NA,4884,survey-multi-choice,22,595091,0.0-17.0,1,"{""effort"":""Moderate effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"[{""page_index"":0,""viewing_time"":4258}]",4258,instructions,23,599352,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"[{""page_index"":0,""viewing_time"":3215},{""page_index"":1,""viewing_time"":7372},{""page_index"":2,""viewing_time"":5017},{""page_index"":3,""viewing_time"":10091},{""page_index"":4,""viewing_time"":20459},{""page_index"":5,""viewing_time"":14004},{""page_index"":6,""viewing_time"":9971},{""page_index"":7,""viewing_time"":10637}]",80767,instructions,0,80772,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
NA,38292,ButtonsToText,1,119067,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
NA,50994,survey-multi-choice,2,170065,0.0-0.0-2.0,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"[{""page_index"":0,""viewing_time"":3309}]",3309,instructions,3,173377,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
NA,64387,ButtonsToText,4,237765,0.0-2.0,1,🟠,ME trial,"[""🟠"",""🟤"",""⚫"",""🟡"",""🟣"",""🟢""]",NA,NA,NA,NA,NA,NA,"gazzer 🟠, lug 🟠, fep 🟠",pab,🟠,2,6,NA,NA,38
NA,24793,ButtonsToText,5,262560,0.0-3.0,1,🟣,ME trial,"[""🟣"",""🟡""]",NA,NA,NA,NA,NA,NA,"tufa 🟣, gazzer 🟣, ibb 🟣",yim,🟣,2,2,NA,NA,38
NA,16680,ButtonsToText,6,279242,0.0-4.0,1,🟢🟠🟠,doubleInTest concat trial,"[""🟠"",""🟢""]",NA,NA,lug,🟠,cag,🟢,"lug 🟠, cag 🟢",cag lug lug,NA,NA,NA,NA,NA,38
NA,8002,ButtonsToText,7,287245,0.0-5.0,1,🟣,catch trial,"[""🟣"",""🟢"",""🔴"",""🟡"",""⚫"",""🔵""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟣,NA,NA,wif,wif 🟣,38
NA,21276,ButtonsToText,8,308523,0.0-6.0,1,⚫🟠🟠,"ME_vs_OneToOne trial, concat","[""⚫"",""🟠""]",NA,NA,hed,⚫,fom,🟠,"hed ⚫, fom 🟠",hed lug fom,NA,NA,NA,NA,NA,38
NA,15983,ButtonsToText,9,324508,0.0-7.0,1,🟠,ME trial,"[""🟡"",""🟠"",""🟢"",""⚫"",""🔴"",""🟣""]",NA,NA,NA,NA,NA,NA,fom 🟡,gazzer,🟡,0,6,NA,NA,38
NA,11634,ButtonsToText,10,336144,0.0-8.0,1,🔵,"ME_vs_OneToOne trial, simple","[""🟣"",""🔵""]",NA,NA,zup,🟣,wif,🔵,"zup 🟣, wif 🔵",hed,NA,NA,NA,NA,NA,38
NA,3552,ButtonsToText,11,339698,0.0-9.0,1,⚫,catch trial,"[""⚫"",""🟢"",""🔴"",""🔵"",""🟠"",""🟡""]",TRUE,NA,NA,NA,NA,NA,NA,NA,⚫,NA,NA,fep,fep ⚫,38
NA,9128,ButtonsToText,12,348827,0.0-10.0,1,🟠🟠🟠🟣🟣,multipleCircles concat trial,"[""🟠"",""🟣""]",NA,NA,zup,🟠,fom,🟣,"zup 🟠🟠🟠, fom 🟣🟣",zup fom,NA,NA,NA,NA,NA,38
NA,8192,ButtonsToText,13,357021,0.0-11.0,1,🟠🟠,"ME_vs_OneToOne trial, oneDropped","[""🟠"",""⚫""]",NA,NA,wif,🟠,gazzer,⚫,"wif 🟠, gazzer ⚫",wif kiki,NA,NA,NA,NA,NA,38
NA,11577,ButtonsToText,14,368600,0.0-12.0,1,🔵,ME trial,"[""⚫"",""🔵"",""🟤"",""🟠"",""🟢"",""🔴""]",NA,NA,NA,NA,NA,NA,"hed ⚫, zun ⚫",wif,⚫,1,6,NA,NA,38
NA,6157,ButtonsToText,15,374759,0.0-13.0,1,⚫,ME trial,"[""🔵"",""⚫""]",NA,NA,NA,NA,NA,NA,rish 🔵,wif,🔵,0,2,NA,NA,38
NA,7770,ButtonsToText,16,382531,0.0-14.0,1,🟡🔵,simple concat trial,"[""🟡"",""🔵""]",NA,NA,dax,🟡,cag,🔵,"dax 🟡, cag 🔵",dax cag,NA,NA,NA,NA,NA,38
NA,4243,ButtonsToText,17,386776,0.0-15.0,1,🔵,ME trial,"[""🟡"",""🔵""]",NA,NA,NA,NA,NA,NA,"gazzer 🟡, tufa 🟡",fep,🟡,1,2,NA,NA,38
NA,69732,survey-text,18,456513,0.0-16.0,1,"{""strategy"":""When the words corresponded to the commands given, I selected the color output for each word that was given""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
NA,7121,survey-multi-choice,19,463636,0.0-17.0,1,"{""effort"":""Moderate to high effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"[{""page_index"":0,""viewing_time"":23448}]",23449,instructions,20,487088,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"[{""page_index"":0,""viewing_time"":11454},{""page_index"":1,""viewing_time"":10511},{""page_index"":2,""viewing_time"":5816},{""page_index"":3,""viewing_time"":18928},{""page_index"":4,""viewing_time"":11232},{""page_index"":5,""viewing_time"":2232},{""page_index"":4,""viewing_time"":2048},{""page_index"":5,""viewing_time"":16360},{""page_index"":6,""viewing_time"":12544},{""page_index"":7,""viewing_time"":16784}]",107911,instructions,0,107922,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
NA,54919,ButtonsToText,1,162848,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
NA,61467,survey-multi-choice,2,224321,0.0-0.0-2.0,1,"{""commands"":""Nonsense words"",""outputs"":""Button clicks"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"[{""page_index"":0,""viewing_time"":3479},{""page_index"":1,""viewing_time"":6224},{""page_index"":2,""viewing_time"":4952},{""page_index"":3,""viewing_time"":15808},{""page_index"":4,""viewing_time"":12760},{""page_index"":5,""viewing_time"":15616},{""page_index"":6,""viewing_time"":10800},{""page_index"":7,""viewing_time"":7848}]",77487,instructions,3,301814,0.0-0.1-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
NA,9573,ButtonsToText,4,311391,0.0-0.1-1.1,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
NA,32493,survey-multi-choice,5,343887,0.0-0.1-2.1,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"[{""page_index"":0,""viewing_time"":3504}]",3504,instructions,6,347398,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
NA,24843,ButtonsToText,7,372245,0.0-2.0,1,🟢🔵,simple concat trial,"[""🟢"",""🔵""]",NA,NA,fep,🟢,fom,🔵,"fep 🟢, fom 🔵",fep fom,NA,NA,NA,NA,NA,60
NA,15877,ButtonsToText,8,388126,0.0-3.0,1,🔴🔵🔵,doubleInTest concat trial,"[""🔵"",""🔴""]",NA,NA,yim,🔵,tufa,🔴,"yim 🔵, tufa 🔴",tufa yim yim,NA,NA,NA,NA,NA,60
NA,17004,ButtonsToText,9,405134,0.0-4.0,1,🟤🟤🟤🔵🔵,multipleCircles concat trial,"[""🟤"",""🔵""]",NA,NA,kiki,🟤,wif,🔵,"kiki 🟤🟤🟤, wif 🔵🔵",kiki wif,NA,NA,NA,NA,NA,60
NA,43027,ButtonsToText,10,448165,0.0-5.0,1,🟣,ME trial,"[""🟡"",""🔴"",""🟣"",""🟤"",""🟠"",""⚫""]",NA,NA,NA,NA,NA,NA,"cag 🟡, lomp 🟡",fep,🟡,1,6,NA,NA,60
NA,23204,ButtonsToText,11,471374,0.0-6.0,1,🔵,ME trial,"[""🟡"",""🟠"",""🟤"",""🔴"",""🟣"",""🔵""]",NA,NA,NA,NA,NA,NA,wif 🟡,fom,🟡,0,6,NA,NA,60
NA,50859,ButtonsToText,12,522237,0.0-7.0,1,🔵🟤🟤,"ME_vs_OneToOne trial, concat","[""🔵"",""🟤""]",NA,NA,tufa,🔵,lug,🟤,"tufa 🔵, lug 🟤",tufa rab lug,NA,NA,NA,NA,NA,60
NA,28028,ButtonsToText,13,550268,0.0-8.0,1,🔵🔵🔵,ME trial,"[""🔵"",""⚫""]",NA,NA,NA,NA,NA,NA,"dax 🔵, jeg 🔵, rab 🔵",hed,🔵,2,2,NA,NA,60
NA,16436,ButtonsToText,14,566708,0.0-9.0,1,🟠🟡🟡,"ME_vs_OneToOne trial, oneDropped","[""🟠"",""🟡""]",NA,NA,lomp,🟠,rish,🟡,"lomp 🟠, rish 🟡",lomp dax,NA,NA,NA,NA,NA,60
NA,6436,ButtonsToText,15,573148,0.0-10.0,1,🟡,ME trial,"[""🟡"",""🟣""]",NA,NA,NA,NA,NA,NA,fep 🟡,lomp,🟡,0,2,NA,NA,60
NA,132395,ButtonsToText,16,705547,0.0-11.0,1,🟠,ME trial,"[""⚫"",""🟡"",""🔵"",""🟤"",""🔴"",""🟠""]",NA,NA,NA,NA,NA,NA,"cag ⚫, rab ⚫, gazzer ⚫",rish,⚫,2,6,NA,NA,60
NA,6635,ButtonsToText,17,712187,0.0-12.0,1,⚫,catch trial,"[""⚫"",""🟢"",""🟣"",""🟤"",""🔴"",""🟡""]",TRUE,NA,NA,NA,NA,NA,NA,NA,⚫,NA,NA,pab,pab ⚫,60
NA,15011,ButtonsToText,18,727202,0.0-13.0,1,🟠,ME trial,"[""🔵"",""🟠""]",NA,NA,NA,NA,NA,NA,"rish 🔵, kiki 🔵",dax,🔵,1,2,NA,NA,60
NA,6404,ButtonsToText,19,733611,0.0-14.0,1,🟠,catch trial,"[""🟠"",""🟡"",""🔴"",""⚫"",""🟣"",""🟤""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟠,NA,NA,pab,pab 🟠,60
NA,8548,ButtonsToText,20,742163,0.0-15.0,1,🟡,"ME_vs_OneToOne trial, simple","[""🟣"",""🟡""]",NA,NA,dax,🟣,rish,🟡,"dax 🟣, rish 🟡",yim,NA,NA,NA,NA,NA,60
NA,266981,survey-text,21,1009160,0.0-16.0,1,"{""strategy"":""no specific strategy at all""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
NA,10067,survey-multi-choice,22,1019234,0.0-17.0,1,"{""effort"":""Little effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"[{""page_index"":0,""viewing_time"":26881}]",26883,instructions,23,1046122,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"[{""page_index"":0,""viewing_time"":1377},{""page_index"":1,""viewing_time"":2040},{""page_index"":2,""viewing_time"":1948},{""page_index"":3,""viewing_time"":4912},{""page_index"":4,""viewing_time"":5379},{""page_index"":5,""viewing_time"":9829},{""page_index"":6,""viewing_time"":4473},{""page_index"":7,""viewing_time"":4124}]",34082,instructions,0,34085,0.0-0.0-0.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
NA,15814,ButtonsToText,1,49899,0.0-0.0-1.0,1,🟢🟢🟢🟢,practice trial,"[""🔴"",""🟠"",""🟡"",""🟢""]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
NA,26685,survey-multi-choice,2,76585,0.0-0.0-2.0,1,"{""commands"":""Nonsense words"",""outputs"":""Colored circles"",""independence"":""They may, but this should be ignored. Word and color meaning changes on every trial"",""main task"":""Given a set of commands and their corresponding outputs, produce the output for a novel command""}",NA,NA,NA,"[0,1,2,3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"[{""page_index"":0,""viewing_time"":1483}]",1483,instructions,3,78070,0.0-1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
NA,22296,ButtonsToText,4,100368,0.0-2.0,1,🟡🟡🟡⚫⚫,multipleCircles concat trial,"[""🟡"",""⚫""]",NA,NA,hed,🟡,kiki,⚫,"hed 🟡🟡🟡, kiki ⚫⚫",hed kiki,NA,NA,NA,NA,NA,4
NA,13157,ButtonsToText,5,113527,0.0-3.0,1,🔴⚫,"ME_vs_OneToOne trial, simple","[""⚫"",""🔴""]",NA,NA,fep,⚫,rish,🔴,"fep ⚫, rish 🔴",zup,NA,NA,NA,NA,NA,4
NA,6663,ButtonsToText,6,120192,0.0-4.0,1,🟤,ME trial,"[""🟣"",""🟤""]",NA,NA,NA,NA,NA,NA,"dax 🟣, yim 🟣, rish 🟣",fep,🟣,2,2,NA,NA,4
NA,4027,ButtonsToText,7,124221,0.0-5.0,1,🟤,catch trial,"[""🟤"",""🟡"",""⚫"",""🔴"",""🟣"",""🔵""]",TRUE,NA,NA,NA,NA,NA,NA,NA,🟤,NA,NA,lug,lug 🟤,4
NA,5810,ButtonsToText,8,130034,0.0-6.0,1,⚫,ME trial,"[""🟤"",""🔵"",""⚫"",""🟣"",""🔴"",""🟠""]",NA,NA,NA,NA,NA,NA,"gazzer 🟤, fep 🟤",tufa,🟤,1,6,NA,NA,4
NA,2605,ButtonsToText,9,132641,0.0-7.0,1,🟠,ME trial,"[""🟣"",""🟠""]",NA,NA,NA,NA,NA,NA,kiki 🟣,zun,🟣,0,2,NA,NA,4
NA,14622,ButtonsToText,10,147264,0.0-8.0,1,⚫⚫🔴,"ME_vs_OneToOne trial, concat","[""⚫"",""🔴""]",NA,NA,fep,⚫,lug,🔴,"fep ⚫, lug 🔴",fep rab lug,NA,NA,NA,NA,NA,4
NA,5592,ButtonsToText,11,152856,0.0-9.0,1,⚫🟤,simple concat trial,"[""⚫"",""🟤""]",NA,NA,gazzer,⚫,lomp,🟤,"gazzer ⚫, lomp 🟤",gazzer lomp,NA,NA,NA,NA,NA,4
NA,3250,ButtonsToText,12,156107,0.0-10.0,1,⚫,catch trial,"[""⚫"",""🟠"",""🔵"",""🟤"",""🟡"",""🟣""]",TRUE,NA,NA,NA,NA,NA,NA,NA,⚫,NA,NA,zun,zun ⚫,4
NA,8835,ButtonsToText,13,164944,0.0-11.0,1,🔴🟠🔴,"ME_vs_OneToOne trial, oneDropped","[""🔴"",""🟠""]",NA,NA,tufa,🔴,pab,🟠,"tufa 🔴, pab 🟠",tufa jeg,NA,NA,NA,NA,NA,4
NA,8591,ButtonsToText,14,173536,0.0-12.0,1,🔴🟤🟤,doubleInTest concat trial,"[""🟤"",""🔴""]",NA,NA,jeg,🟤,hed,🔴,"jeg 🟤, hed 🔴",hed jeg jeg,NA,NA,NA,NA,NA,4
NA,11684,ButtonsToText,15,185223,0.0-13.0,1,🔴,ME trial,"[""🟣"",""🟠"",""🟢"",""🟤"",""🟡"",""🔴""]",NA,NA,NA,NA,NA,NA,"fom 🟣, kiki 🟣, fep 🟣",pab,🟣,2,6,NA,NA,4
NA,3920,ButtonsToText,16,189144,0.0-14.0,1,🟡,ME trial,"[""🟣"",""🟡""]",NA,NA,NA,NA,NA,NA,"fom 🟣, hed 🟣",jeg,🟣,1,2,NA,NA,4
NA,7512,ButtonsToText,17,196657,0.0-15.0,1,🔴,ME trial,"[""🟠"",""🟢"",""🔴"",""⚫"",""🔵"",""🟡""]",NA,NA,NA,NA,NA,NA,fep 🟠,jeg,🟠,0,6,NA,NA,4
NA,52373,survey-text,18,249033,0.0-16.0,1,"{""strategy"":""Tried to think of the combination of the colours for the words that were different from the ones showed""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
NA,6387,survey-multi-choice,19,255422,0.0-17.0,1,"{""effort"":""Little to moderate effort""}",NA,NA,NA,[0],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"[{""page_index"":0,""viewing_time"":4845}]",4845,instructions,20,260270,0.0-18.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
